date,open,high,low,close,volume,earnings_report_pm
2026-06-05,312.860000,315.170000,307.150000,307.340000,65310502,0
2026-06-08,308.739000,317.400000,301.170000,301.540000,77949082,0
2026-06-09,300.275000,300.750000,287.780000,290.550000,70108847,0
2026-06-10,290.740000,294.750000,287.380000,291.580000,52793266,0
2026-06-11,293.720000,297.000000,289.590000,295.630000,42572497,0
2026-06-12,296.030000,297.140000,289.620000,291.130000,38784789,0
2026-06-15,294.120000,297.780000,291.700000,296.420000,45732573,0
2026-06-16,295.245000,300.480000,293.970000,299.240000,39874404,0
2026-06-17,300.845000,302.070000,294.360000,295.950000,42745060,0
2026-06-18,298.110000,300.570000,295.620000,298.010000,85962201,0
2026-06-22,297.310000,302.420000,296.760000,297.010000,44879914,0
2026-06-23,297.538000,301.640000,294.180000,294.300000,52010929,0
2026-06-24,295.355000,299.700000,292.940000,293.080000,53081859,0
2026-06-25,287.400000,288.800000,273.750000,275.150000,107253659,0
2026-06-26,275.000000,285.950000,274.210000,283.780000,261775450,0
2026-06-29,286.730000,288.369700,279.850000,281.740000,66427002,0
2026-06-30,281.170000,289.940000,280.695000,289.360000,65100155,0
2026-07-01,293.440000,296.590000,289.195000,294.380000,50164232,0
2026-07-02,294.120000,309.420000,293.680000,308.630000,75400626,0
2026-07-06,307.360000,314.200000,307.000000,312.660000,53589977,0
2026-07-07,315.290000,315.480000,310.150000,310.660000,42490002,0
2026-07-08,311.910000,314.820000,307.050000,313.390000,41323480,0
2026-07-09,310.510000,316.530000,308.160000,316.220000,48124490,0
2026-07-10,314.720000,316.910000,312.170000,315.320000,34132321,0
2026-07-13,317.015000,323.450000,315.780000,317.310000,43257804,0
2026-07-14,313.760000,316.190000,311.910000,314.860000,36336829,0
